Year,Region,NMFS Name,Scientific Name,Pounds,Dollars
2018,Gulf,PARROTFISHES **,SCARIDAE,98,422
2018,Gulf,"PEEPER, SPRING ",PSEUDACRIS CRUCIFER,NA,NA
2018,Gulf,"PENS/PANSIES, SEA **",PENNATULACEA,NA,NA
2018,Gulf,"PERCH, DWARF SAND ",DIPLECTRUM BIVITTATUM,NA,NA
2018,Gulf,"PERCH, SAND ",DIPLECTRUM FORMOSUM,782,"2,549"
2018,Gulf,"PERIWINKLES, ATLANTIC **",LITTORINIDAE,NA,NA
2018,Gulf,PERMIT ,TRACHINOTUS FALCATUS,"4,544","8,722"
2018,Gulf,PIGFISH ,ORTHOPRISTIS CHRYSOPTERA,"3,917","40,458"
2018,Gulf,PINFISH ,LAGODON RHOMBOIDES,"89,220","237,669"
2018,Gulf,"PIPEFISH, SARGASSUM ",SYNGNATHUS PELAGICUS,"1,400","2,869"
2018,Gulf,"PIPEFISHES, SYNGNATHINAE (SUBFAMILY) **",SYNGNATHINAE ,739,"1,631"
2018,Gulf,PLANEHEAD FILEFISH,STEPHANOLEPIS HISPIDUS,"1,809","1,066"
2018,Gulf,"POLYCHAETE, FANWORMS **",SERPULIDAE,NA,NA
2018,Gulf,"POLYCHAETE, FEATHER-DUSTERS **",SABELLIDAE,NA,NA
2018,Gulf,"POLYCHAETE, HORNED CHRISTMAS-T ",SPIROBRANCHUS GIGANTEUS,NA,NA
2018,Gulf,"POLYCHAETES, MARINE WORMS **",POLYCHAETA,NA,NA
2018,Gulf,"POMFRET, BIGSCALE ",TARACTICHTHYS LONGIPINNIS,51,162
2018,Gulf,POMFRETS **,BRAMIDAE,NA,NA
2018,Gulf,"POMPANO, AFRICAN ",ALECTIS CILIARIS,"2,733","8,001"
2018,Gulf,"POMPANO, FLORIDA ",TRACHINOTUS CAROLINUS,"119,530","475,034"
2018,Gulf,"POMPANO, IRISH ",DIAPTERUS AURATUS,NA,NA
2018,Gulf,PORCUPINEFISH ,DIODON HYSTRIX,249,"1,867"
2018,Gulf,PORGIES **,SPARIDAE,"80,388","97,927"
2018,Gulf,"PORGY, GRASS ",CALAMUS ARCTIFRONS,"1,004","1,054"
2018,Gulf,"PORGY, JOLTHEAD ",CALAMUS BAJONADO,"20,148","32,307"
2018,Gulf,"PORGY, KNOBBED ",CALAMUS NODOSUS,"9,367","10,315"
2018,Gulf,"PORGY, LITTLEHEAD ",CALAMUS PRORIDENS,441,914
2018,Gulf,"PORGY, LONGSPINE ",STENOTOMUS CAPRINUS,NA,NA
2018,Gulf,"PORGY, RED ",PAGRUS PAGRUS,"141,140","203,548"
2018,Gulf,"PORGY, WHITEBONE ",CALAMUS LEUCOSTEUS,"3,187","6,816"
2018,Gulf,PORKFISH ,ANISOTREMUS VIRGINICUS,"1,414","8,152"
2018,Gulf,PROCAMBARUS (CRAYFISHES) **,PROCAMBARUS,"11,178,061","12,549,501"
2018,Gulf,PUDDINGWIFE ,HALICHOERES RADIATUS,60,755
2018,Gulf,"PUFFER, SHARPNOSE ",CANTHIGASTER ROSTRATA,219,433
2018,Gulf,"PUFFER, SOUTHERN ",SPHOEROIDES NEPHELUS,61,416
2018,Gulf,"PUFFERS, TETRAODONTIDAE (FAMILY) **",TETRAODONTIDAE,"2,539","6,577"
2018,Gulf,RACER ,COLUBER CONSTRICTOR,NA,NA
2018,Gulf,"RAY, LESSER ELECTRIC ",NARCINE BRASILIENSIS,NA,NA
2018,Gulf,RAYS **,RAJIFORMES,"9,748","4,931"
2018,Gulf,RAZORFISHES **,XYRICHTYS,19,80
2018,Gulf,"REEFFISH, PURPLE ",CHROMIS SCOTTI,268,610
2018,Gulf,"REEFFISH, YELLOWTAIL ",CHROMIS ENCHRYSURA,NA,NA
2018,Gulf,"REMORAS, OTHER **",ECHENEIDAE,11,51
2018,Gulf,REPTILES,REPTILIA ,"1,775","57,739"
2018,Gulf,"ROCKSNAIL, FLORIDA ",Stramonita haemastoma ,NA,NA
2018,Gulf,"ROSEFISH, BLACKBELLY ",HELICOLENUS DACTYLOPTERUS,"2,779","7,925"
2018,Gulf,"ROVER, CRIMSON ",ERYTHROCLES MONODI,NA,NA
2018,Gulf,"RUDDERFISH, BANDED ",SERIOLA ZONATA,"6,822","5,560"
2018,Gulf,RUDDERFISHES **,KYPHOSUS,NA,NA
2018,Gulf,"RUNNER, BLUE ",CARANX CRYSOS,"196,468","135,753"
2018,Gulf,"RUNNER, RAINBOW ",ELAGATIS BIPINNULATA,NA,NA
2018,Gulf,"SANDFISH, BELTED ",SERRANUS SUBLIGARIUS,13,38
2018,Gulf,"SARDINE, SCALED ",HARENGULA JAGUANA,"277,981","71,035"
2018,Gulf,"SARDINE, SPANISH ",SARDINELLA AURITA,"1,780,327","393,603"
2018,Gulf,SARGASSUMFISH ,HISTRIO HISTRIO,48,262
2018,Gulf,"SCAD, BIGEYE ",SELAR CRUMENOPHTHALMUS,"171,097","52,877"
2018,Gulf,"SCAD, ROUND ",DECAPTERUS PUNCTATUS,"748,008","498,993"
2018,Gulf,SCADS **,DECAPTERUS ,NA,NA
2018,Gulf,"SCALLOP, LIONS-PAW ",NODIPECTEN NODOSUS,NA,NA
2018,Gulf,SCALLOPS **,PECTINIDAE,269,"1,264"
2018,Gulf,SCAMP ,MYCTEROPERCA PHENAX,"169,885","761,126"
2018,Gulf,SCHOOLMASTER ,LUTJANUS APODUS,39,91
2018,Gulf,"SCORPIONFISH, REEF ",SCORPAENODES CARIBBAEUS,776,629
2018,Gulf,"SCORPIONFISH, SPINYCHEEK ",NEOMERINTHE HEMINGWAYI,515,717
2018,Gulf,"SCORPIONFISH, SPOTTED ",SCORPAENA PLUMIERI,NA,NA
2018,Gulf,SCORPIONFISHES **,SCORPAENIDAE,"2,257","3,798"
2018,Gulf,"SEAHORSE, DWARF ",HIPPOCAMPUS ZOSTERAE,"16,510","46,683"
2018,Gulf,"SEAHORSE, LINED ",HIPPOCAMPUS ERECTUS,"3,842","19,710"
2018,Gulf,SEAHORSES **,HIPPOCAMPUS SPP.,952,"4,475"
2018,Gulf,SEAROBINS **,TRIGLIDAE,590,"1,867"
2018,Gulf,"SEATROUT, SAND ",CYNOSCION ARENARIUS,"16,851","15,695"
2018,Gulf,"SEATROUT, SILVER ",CYNOSCION NOTHUS,"1,499","1,181"
2018,Gulf,"SEATROUT, SPOTTED ",CYNOSCION NEBULOSUS,"60,941","188,521"
2018,Gulf,"SEAWEED, BRYOPSIDALES **",BRYOPSIDALES,"3,479","4,192"
2018,Gulf,"SEAWEED, CAULERPA **",CAULERPACEAE,"1,752","16,848"
2018,Gulf,"SEAWEED, HALIMEDA **",HALIMEDA,"1,672","1,738"
2018,Gulf,"SEAWEED, MERMAIDS SHAVING BRUSH **",PENICILLUS,"3,350","2,519"
2018,Gulf,"SHAD, GIZZARD ",DOROSOMA CEPEDIANUM,"1,488,753","680,355"
2018,Gulf,"SHAD, THREADFIN ",DOROSOMA PETENENSE,"26,747","8,104"
2018,Gulf,"SHARK, ANGEL, ATLANTIC",SQUATINA DUMERIL,NA,NA
2018,Gulf,"SHARK, BLACKNOSE",CARCHARHINUS ACRONOTUS,NA,NA
2018,Gulf,"SHARK, BLACKTIP",CARCHARHINUS LIMBATUS,"16,928","10,734"
2018,Gulf,"SHARK, BLUE",PRIONACE GLAUCA,NA,NA
2018,Gulf,"SHARK, BONNETHEAD",SPHYRNA TIBURO,175,22
2018,Gulf,"SHARK, BULL",CARCHARHINUS LEUCAS,"67,719","22,214"
2018,Gulf,"SHARK, DOGFISH, SMOOTH",MUSTELUS CANIS,NA,NA
2018,Gulf,"SHARK, DOGFISH, SMOOTH ",MUSTELUS CANIS,NA,NA
2018,Gulf,"SHARK, FINETOOTH",CARCHARHINUS ISODON,"75,232","52,698"
2018,Gulf,"SHARK, HAMMERHEAD, GREAT",SPHYRNA MOKARRAN,"38,784",96
2018,Gulf,"SHARK, HAMMERHEAD, SCALLOPED",SPHYRNA LEWINI,"4,094",NA
2018,Gulf,"SHARK, LEMON",NEGAPRION BREVIROSTRIS,"49,772","17,640"
2018,Gulf,"SHARK, MAKO, SHORTFIN",ISURUS OXYRINCHUS,NA,NA
2018,Gulf,"SHARK, NIGHT",CARCHARHINUS SIGNATUS,NA,NA
2018,Gulf,"SHARK, SANDBAR",CARCHARHINUS PLUMBEUS,NA,NA
2018,Gulf,"SHARK, SHARPNOSE, ATLANTIC",RHIZOPRIONODON TERRAENOVAE,"126,271","69,542"
2018,Gulf,"SHARK, SILKY",CARCHARHINUS FALCIFORMIS,NA,NA
2018,Gulf,"SHARK, SPINNER",CARCHARHINUS BREVIPINNA,NA,NA
2018,Gulf,"SHARK, TIGER",GALEOCERDO CUVIER,"59,713","16,173"
2018,Gulf,"SHARK, TOPE",GALEORHINUS GALEUS,NA,NA
2018,Gulf,SHARKS **,SQUALIFORMES,NA,"285,747"
2018,Gulf,"SHARKS, CHONDRICHTHYES (CLASS) **",CHONDRICHTHYES,NA,NA
2018,Gulf,"SHARKS, PELAGIC **",LAMNIFORMES,"14,048","276,562"
2018,Gulf,"SHARKS, SMALL COASTAL **",UNIDENTIFIED SURFACE FISH,NA,NA
2018,Gulf,SHARKSUCKER ,ECHENEIS NAUCRATES,6,17
2018,Gulf,SHEEPSHEAD ,ARCHOSARGUS PROBATOCEPHALUS,"1,641,947","984,244"
2018,Gulf,"SHRIMP, ATLANIC SEABOB ",XIPHOPENAEUS KROYERI,"469,786","202,995"
2018,Gulf,"SHRIMP, BANDED CORAL ",STENOPUS HISPIDUS,599,"1,358"
2018,Gulf,"SHRIMP, CLEANER ",LYSMATA GRABHAMI,NA,NA
2018,Gulf,"SHRIMP, FARFANTEPENAEUS SPP **",FARFANTEPENAEUS,"1,040,488","4,232,039"
2018,Gulf,"SHRIMP, FW **",MACROBRACHIUM,NA,NA
2018,Gulf,"SHRIMP, GOLDEN CORAL ",STENOPUS,52,127
2018,Gulf,"SHRIMP, MARINE **",DENDROBRANCHIATA,"3,151,572","2,739,786"
2018,Gulf,"SHRIMP, NORTHERN BROWN ",FARFANTEPENAEUS AZTECUS,"111,309,923","177,806,537"
2018,Gulf,"SHRIMP, NORTHERN PINK ",FARFANTEPENAEUS DUORARUM,"20,213,783","45,906,124"
2018,Gulf,"SHRIMP, NORTHERN WHITE ",LITOPENAEUS SETIFERUS,"80,785,456","157,657,270"
2018,Gulf,"SHRIMP, PEDERSON CLEANER ",PERICLIMENES,274,818
2018,Gulf,"SHRIMP, PEPPERMINT ",LYSMATA WURDEMANNI,"1,759,131","444,484"
2018,Gulf,"SHRIMP, ROCK ",SICYONIA BREVIROSTRIS,"134,284","171,522"
2018,Gulf,"SHRIMP, ROYAL RED ",PLEOTICUS ROBUSTUS,NA,NA
2018,Gulf,"SHRIMP, SPOTTED CLEANER ",PERICLIMENES YUCATANICUS,85,364
2018,Gulf,"SHRIMPS, BAIT **",PENAEUS,"1,387,474","7,117,490"
2018,Gulf,"SHRIMPS, MANTIS **",STOMATOPODA,"4,630","18,829"
2018,Gulf,"SHRIMPS, PENAEOID **",PENAEOIDEA,"401,907","1,318,988"
2018,Gulf,"SHRIMPS, PISTOL OR SNAPPING **",ALPHEUS,"1,091","1,106"
2018,Gulf,"SHRIMPS, ROCK **",SICYONIA,"99,056","141,772"
2018,Gulf,"SKATES, RAJIDAE (FAMILY) **",RAJIDAE,NA,NA
2018,Gulf,"SLUG, LETTUCE ",ELYSIA CRISPATA,"3,224","2,755"
2018,Gulf,"SNAIL, ANGULAR TRITON ",CYMATIUM FEMORALE,NA,NA
2018,Gulf,"SNAIL, BRUISED NASSA ",NASSARIUS VIBEX,"75,100","10,060"
2018,Gulf,"SNAIL, CHESTNUT TURBAN ",TURBO CASTANEA,"67,390","7,954"
2018,Gulf,"SNAIL, FLAMINGO TONGUE ",CYPHOMA GIBBOSUM,NA,NA
2018,Gulf,"SNAIL, TRUE TULIP ",FASCIOLARIA TULIPA,804,731
2018,Gulf,SNAILS **,GASTROPODA,"49,398","52,278"
2018,Gulf,"SNAILS, CERITHIDEAN **",CERITHIDEA,"163,636","20,831"
2018,Gulf,"SNAILS, CONE **",CONUS,NA,NA
2018,Gulf,"SNAILS, FIG **",FICUS,NA,NA
2018,Gulf,"SNAILS, MARGINELLA **",MARGINELLIDAE,NA,NA
2018,Gulf,"SNAILS, MOON **",NATICIDAE,NA,NA
2018,Gulf,"SNAILS, MUREX **",MURICIDAE,"2,063","1,411"
2018,Gulf,"SNAILS, NASSA **",NASSARIUS,"77,963","9,126"
2018,Gulf,"SNAILS, NERITES **",NERITIDAE,"19,054","3,771"
2018,Gulf,"SNAILS, OLIVE **",OLIVIDAE,"1,597",987
2018,Gulf,"SNAILS, TEGULA **",TEGULA,NA,NA
2018,Gulf,"SNAILS, TOPSNAIL **",TROCHIDAE,215,114
2018,Gulf,"SNAILS, TURBAN **",TURBINIDAE,"1,622,232","213,909"
2018,Gulf,"SNAKE, BLACK RAT",PANTHEROPHIS OBSOLETUS,NA,NA
2018,Gulf,"SNAKE, DIAMONDBACK WATER ",NERODIA RHOMBIFER,NA,"1,972"
2018,Gulf,"SNAKE, GREEN WATER ",NERODIA CYCLOPION,NA,NA
2018,Gulf,"SNAKE, ROUGH GREEN ",OPHEODRYS AESTIVUS,13,"5,568"
2018,Gulf,"SNAKE, SOUTHERN WATER ",NERODIA FASCIATA,NA,NA
2018,Gulf,"SNAKE, WATER, PLAIN-BELLIED",NERODIA ERYTHROGASTER,NA,NA
2018,Gulf,"SNAKES, GARTER (RIBBON) **",THAMNOPHIS,50,"1,475"
2018,Gulf,"SNAPPER, BLACK ",APSILUS DENTATUS,164,296
2018,Gulf,"SNAPPER, BLACKFIN ",LUTJANUS BUCCANELLA,"7,897","25,673"
2018,Gulf,"SNAPPER, CARIBBEAN RED ",LUTJANUS PURPUREUS,NA,NA
2018,Gulf,"SNAPPER, CUBERA ",LUTJANUS CYANOPTERUS,"2,678","5,928"
2018,Gulf,"SNAPPER, DOG ",LUTJANUS JOCU,"1,199","1,743"
2018,Gulf,"SNAPPER, GLASSEYE ",HETEROPRIACANTHUS CRUENTATUS,18,108
2018,Gulf,"SNAPPER, GRAY ",LUTJANUS GRISEUS,"211,558","621,070"
2018,Gulf,"SNAPPER, LANE ",LUTJANUS SYNAGRIS,"30,745","86,396"
2018,Gulf,"SNAPPER, MAHOGANY ",LUTJANUS MAHOGONI,NA,NA
2018,Gulf,"SNAPPER, MUTTON ",LUTJANUS ANALIS,"198,298","574,175"
2018,Gulf,"SNAPPER, QUEEN ",ETELIS OCULATUS,"7,264","27,347"
2018,Gulf,"SNAPPER, RED ",LUTJANUS CAMPECHANUS,"6,692,004","28,675,256"
2018,Gulf,"SNAPPER, SILK ",LUTJANUS VIVANUS,"43,044","158,666"
2018,Gulf,"SNAPPER, VERMILION ",RHOMBOPLITES AURORUBENS,"1,421,900","3,997,766"
2018,Gulf,"SNAPPER, YELLOWTAIL ",OCYURUS CHRYSURUS,"1,958,254","6,513,347"
2018,Gulf,"SNAPPERS, LUTJANIDAE (FAMILY) **",LUTJANIDAE,742,"1,652"
2018,Gulf,"SOLDIERFISH, BLACKBAR ",MYRIPRISTIS JACOBUS,NA,NA
2018,Gulf,"SOLES, NAKED AND FRINGED **",GYMNACHIRUS ,NA,NA
2018,Gulf,SPADEFISH,EPHIPPIDAE ,"26,556","20,414"
2018,Gulf,"SPADEFISH, ATLANTIC ",CHAETODIPTERUS FABER,"7,863","5,005"
2018,Gulf,"SPONGE, GRASS ",SPONGIA GRAMINEA,"39,568","76,723"
2018,Gulf,"SPONGE, RED BALL ",HALICLONA COMPRESSA,"6,801","11,495"
2018,Gulf,"SPONGE, YELLOW ",SPONGIA BARBARA,"110,415","198,024"
2018,Gulf,SPONGES **,PORIFERA,"3,641","25,022"
2018,Gulf,"SPONGES, DEMOSPONGIAE **",DEMOSPONGIAE,"6,321","15,565"
2018,Gulf,"SPONGES, SHEEPSWOOL **",HIPPOSPONGIA,"99,502","481,886"
2018,Gulf,SPOT ,LEIOSTOMUS XANTHURUS,"29,986","7,269"
2018,Gulf,"SQUID, ATLANTIC BRIEF ",LOLLIGUNCULA BREVIS,968,"3,023"
2018,Gulf,SQUIDS **,TEUTHIDA,"21,652","16,421"
2018,Gulf,"SQUIDS, LOLIGINIDAE **",LOLIGINIDAE,"39,967","40,314"
2018,Gulf,"SQUIRRELFISH, REEF ",SARGOCENTRON CORUSCUM,195,"2,857"
2018,Gulf,SQUIRRELFISHES **,HOLOCENTRIDAE,382,864
2018,Gulf,"STAR, BASKET ",ASTROPHYTON MURICATUM,166,553
2018,Gulf,"STAR, BLACK BRITTLE ",OPHIOCOMA ECHINATA,"3,548","6,134"
2018,Gulf,"STAR, SCALY BRITTLE ",OPHIODERMA SQUAMOSISSIMUM,82,129
2018,Gulf,"STAR, SERPENT BRITTLE ",OPHIODERMA BREVISPINUM,"3,798","4,516"
2018,Gulf,"STAR, SPINY SEA ",ECHINASTER SENTUS,"1,092","10,040"
2018,Gulf,STARGAZERS **,URANOSCOPIDAE,40,140
2018,Gulf,"STARS, BRITTLE **",OPHIUROIDEA,958,"1,625"
2018,Gulf,"STARS, OTHER SEA **",ASTEROIDEA,"2,282","4,263"
2018,Gulf,"STINGRAY, SOUTHERN ",DASYATIS AMERICANA,43,"4,282"
2018,Gulf,"STINGRAY, YELLOW ",UROBATIS JAMAICENSIS,135,"1,703"
2018,Gulf,"STINGRAYS, DASYATIDAE (FAMILY) **",DASYATIDAE,"3,643","10,375"
2018,Gulf,SUCKERS **,CATOSTOMIDAE,NA,NA
2018,Gulf,SUNSHINEFISH ,CHROMIS INSOLATA,796,"1,622"
2018,Gulf,"SURGEON, OCEAN ",ACANTHURUS BAHIANUS,505,"2,496"
2018,Gulf,SURGEONFISHES **,ACANTHURIDAE,NA,NA
2018,Gulf,"SWEEPER, GLASSY ",PEMPHERIS,NA,NA
2018,Gulf,SWORDFISH,XIPHIAS GLADIUS,"222,596","569,382"
2018,Gulf,"TANG, BLUE ",ACANTHURUS COERULEUS,"3,429","27,665"
2018,Gulf,TILAPIAS **,TILAPIA,"85,528","52,192"
2018,Gulf,"TILEFISH, BLACKLINE ",CAULOLATILUS CYANOPS,NA,NA
2018,Gulf,"TILEFISH, BLUELINE ",CAULOLATILUS MICROPS,"96,118","183,248"
2018,Gulf,"TILEFISH, GOLDEN ",LOPHOLATILUS CHAMAELEONTICEPS,"369,775","1,069,822"
2018,Gulf,"TILEFISH, GOLDFACE ",CAULOLATILUS CHRYSOPS,NA,NA
2018,Gulf,"TILEFISH, SAND ",MALACANTHUS PLUMIERI,170,251
2018,Gulf,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",BATRACHOIDIDAE,467,909
2018,Gulf,"TOADS, TRUE",BUFO ,NA,NA
2018,Gulf,TOBACCOFISH ,SERRANUS TABACARIUS,35,113
2018,Gulf,TOMTATE ,HAEMULON AUROLINEATUM,NA,NA
2018,Gulf,"TREEFROG, GRAY",DRYOPHYTES VERSICOLOR,NA,761
2018,Gulf,"TREEFROG, GREEN",DRYOPHYTES CINEREUS,178,"13,906"
2018,Gulf,"TREEFROG, GREEN",RANIDAE ,"10,395","72,706"
2018,Gulf,"TRIGGERFISH, GRAY ",BALISTES CAPRISCUS,"68,584","137,806"
2018,Gulf,"TRIGGERFISH, OCEAN ",CANTHIDERMIS SUFFLAMEN,"1,366","2,627"
2018,Gulf,"TRIGGERFISH, QUEEN ",BALISTES VETULA,106,"2,927"
2018,Gulf,TRIGGERFISHES **,BALISTIDAE,7,104
2018,Gulf,TRIPLETAIL ,LOBOTES SURINAMENSIS,"6,209","22,679"
2018,Gulf,TRUMPETFISH ,AULOSTOMUS MACULATUS,29,"1,130"
2018,Gulf,"TRUNKFISH, SPOTTED ",LACTOPHRYS BICAUDALIS,NA,NA
2018,Gulf,"TRUNKFISHES, THREE-ANGLED **",LACTOPHRYS SPP.,25,44
2018,Gulf,"TUNA, ALBACORE",THUNNUS ALALUNGA,"13,656","10,929"
2018,Gulf,"TUNA, BIGEYE",THUNNUS OBESUS,"20,858","105,036"
2018,Gulf,"TUNA, BLACKFIN ",THUNNUS ATLANTICUS,"32,048","46,573"
2018,Gulf,"TUNA, BLUEFIN",THUNNUS THYNNUS,"7,209","33,187"
2018,Gulf,"TUNA, BLUEFIN ",THUNNUS THYNNUS,NA,NA
2018,Gulf,"TUNA, LITTLE TUNNY ",EUTHYNNUS ALLETTERATUS,"34,236","26,701"
2018,Gulf,"TUNA, SKIPJACK",KATSUWONUS PELAMIS,"1,118","1,448"
2018,Gulf,"TUNA, YELLOWFIN",THUNNUS ALBACARES,"863,624","3,486,703"
2018,Gulf,"TUNICATES, SEA SQUIRTS **",ASCIDIACEA,694,"10,219"
2018,Gulf,"TURTLE, ALLIGATOR SNAPPING ",MACROCHELYS TEMMINCKII,NA,NA
2018,Gulf,"TURTLE, COMMON MUSK ",STERNOTHERUS ODORATUS,NA,NA
2018,Gulf,"TURTLE, MISSISSIPPI MAP **",GRAPTEMYS PSEUDOGEOGRAPHICA KOHNII,NA,NA
2018,Gulf,"TURTLE, RAZOR-BACKED MUSK ",STERNOTHERUS CARINATUS,NA,NA
2018,Gulf,"TURTLES, MUD **",KINOSTERNON,NA,NA
2018,Gulf,"TURTLES, NORTH AMERICAN SOFTSHELL **",APALONE,217,690
2018,Gulf,"TURTLES, SNAPPING ",CHELYDRA SERPENTINA,185,946
2018,Gulf,ULOTRICHALES **,ULOTRICHALES,"2,476","33,465"
2018,Gulf,UNIDENTIFIED SPECIES ,OTHER,"1,054,660","8,632,143"
2018,Gulf,"URCHIN, GREEN SEA, (L. VARIEGATUS) ",LYTECHINUS VARIEGATUS,"27,365","26,783"
2018,Gulf,"URCHIN, PURPLE-SPINED SEA ",ARBACIA,"1,535","10,404"
2018,Gulf,"URCHIN, ROCK BORING ",ECHINOMETRA LUCUNTER,"2,735","2,606"
2018,Gulf,"URCHIN, SLATE PENCIL ",EUCIDARIS TRIBULOIDES,"2,336","2,733"
2018,Gulf,"URCHINS, SEA, ECHINOIDEA (CLASS) **",ECHINOIDEA,"6,037","31,167"
2018,Gulf,"VERTEBRATES, JAWED",GNATHOSTOMATA ,"1,210,336","492,705"
2018,Gulf,WAHOO ,ACANTHOCYBIUM SOLANDRI,"48,851","84,390"
2018,Gulf,WEAKFISH ,CYNOSCION REGALIS,NA,NA
2018,Gulf,WENCHMAN ,PRISTIPOMOIDES AQUILONARIS,"21,637","10,295"
2018,Gulf,"WHELK, KNOBBED ",BUSYCON CARICA,NA,NA
2018,Gulf,"WHELK, LIGHTNING ",BUSYCON SINISTRUM,"6,979","7,412"
2018,Gulf,"WRASSE, BLACKEAR ",HALICHOERES POEYI,NA,NA
2018,Gulf,"WRASSE, CLOWN ",HALICHOERES MACULIPINNA,326,"1,012"
2018,Gulf,"WRASSE, CREOLE ",CLEPTICUS PARRAE,294,"2,525"
2018,Gulf,"WRASSE, OTHER **",LABRIDAE,881,"5,333"
2018,Gulf,"WRASSE, YELLOWHEAD ",HALICHOERES GARNOTI,339,896
2018,Gulf,WRECKFISH ,POLYPRION AMERICANUS,NA,NA
2017,Gulf,"AMBERJACK, GREATER ",SERIOLA DUMERILI,"773,640","1,231,084"
2017,Gulf,"AMBERJACK, LESSER ",SERIOLA FASCIATA,"12,715","10,861"
2017,Gulf,ANCHOVIES **,ENGRAULIDAE,NA,NA
2017,Gulf,"ANEMONE, OTHER **",ACTINIIDAE,"10,584","55,023"
2017,Gulf,"ANEMONE, RINGED ",BARTHOLOMEA ANNULATA,49,50
2017,Gulf,"ANEMONE, SPECKLED ",PHYMANTHUS CRUCIFER,"25,042","119,526"
2017,Gulf,"ANEMONE, SUN ",STICHODACTYLA HELIANTHUS,230,110
2017,Gulf,"ANEMONE, SUN ZOANTHID **",PALYTHOA,"2,999","3,656"
2017,Gulf,"ANGELFISH, BLUE ",HOLOCANTHUS BERMUDENSIS,"2,380","37,571"
2017,Gulf,"ANGELFISH, FRENCH ",POMACANTHUS PARU,893,"19,628"
2017,Gulf,"ANGELFISH, GRAY ",POMACANTHUS ARCUATUS,"2,487","36,587"
2017,Gulf,"ANGELFISH, QUEEN ",HOLACANTHUS CILIARIS,"3,904","76,985"
2017,Gulf,ANIMALIA **,ANIMALIA,"2,590","38,589"
2017,Gulf,"ANIMALS, HYDRALIKE **",HYDROZOA,NA,NA
2017,Gulf,"ANOLE, GREEN ",ANOLIS CAROLINENSIS,"3,942","102,825"
2017,Gulf,BALLOONFISH ,DIODON HOLOCANTHUS,131,827
2017,Gulf,BALLYHOO ,HEMIRAMPHUS BRASILIENSIS,"2,597","14,610"
2017,Gulf,BALLYHOOS **,HEMIRAMPHUS,"1,112,737","849,389"
2017,Gulf,"BARRACUDA, GREAT ",SPHYRAENA BARRACUDA,"18,775","14,336"
2017,Gulf,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",SPHYRAENIDAE,"1,164","1,990"
2017,Gulf,BARRELFISH ,HYPEROGLYPHE PERCIFORMIS,"10,672","36,951"
2017,Gulf,"BASS, BANK SEA ",CENTROPRISTIS OCYURUS,NA,NA
2017,Gulf,"BASS, BLACK SEA ",CENTROPRISTIS STRIATA,"154,041","172,486"
2017,Gulf,"BASS, CHALK ",SERRANUS TORTUGARUM,NA,NA
2017,Gulf,"BASS, HARLEQUIN ",SERRANUS TIGRINUS,156,429
2017,Gulf,"BASS, LANTERN ",SERRANUS BALDWINI,78,192
2017,Gulf,"BASS, LONGTAIL ",HEMANTHIAS LEPTUS,151,158
2017,Gulf,"BASS, PEPPERMINT ",LIOPROPOMA RUBRE,NA,NA
2017,Gulf,"BASS, ROCK SEA ",CENTROPRISTIS PHILADELPHICA,"8,543","10,348"
2017,Gulf,"BASS, WRASSE ",LIOPROPOMA,NA,NA
2017,Gulf,"BASSES, MIXED SEA **",CENTROPRISTIS,"1,560","1,920"
2017,Gulf,"BASSLET, THREELINE ",LIPOGRAMMA TRILINEATUM,NA,NA
2017,Gulf,"BATFISH, OTHER **",HALIEUTICHTHYS,134,580
2017,Gulf,BEAUGREGORY ,STEGASTES,174,499
2017,Gulf,"BEAUTY, ROCK ",HOLACANTHUS TRICOLOR,"2,355","17,341"
2017,Gulf,BIGEYE ,PRIACANTHUS ARENATUS,NA,NA
2017,Gulf,BIGEYES **,PRIACANTHIDAE,264,402
2017,Gulf,"BISCUIT, INFLATED SEA ",CLYPEASTER PROSTRATUS,NA,NA
2017,Gulf,"BISCUITS, SEA **",CLYPEASTER,127,"1,264"
2017,Gulf,"BLENNY, BANDED ",PARACLINUS FASCIATUS,NA,NA
2017,Gulf,"BLENNY, BARRED ",HYPLEUROCHILUS BERMUDENSIS,NA,NA
2017,Gulf,"BLENNY, FLORIDA ",CHASMODES SABURRAE,101,294
2017,Gulf,"BLENNY, GLASS ",EMBLEMARIOPSIS DIAPHANUS,NA,NA
2017,Gulf,"BLENNY, HAIRY ",LABRISOMUS NUCHIPINNIS,NA,NA
2017,Gulf,"BLENNY, MARBLED ",PARACLINUS MARMORATUS,NA,NA
2017,Gulf,"BLENNY, OTHER **",BLENNIIDAE,812,"2,127"
2017,Gulf,"BLENNY, REDLIP ",OPHIOBLENNIUS ATLANTICUS,NA,NA
2017,Gulf,"BLENNY, SADDLED ",MALACOCTENUS TRIANGULATUS,37,69
2017,Gulf,"BLENNY, SAILFIN ",EMBLEMARIA PANDIONIS,196,666
2017,Gulf,"BLENNY, WRASSE ",HEMIEMBLEMARIA SIMULUS,NA,NA
2017,Gulf,BLUEFISH ,POMATOMUS SALTATRIX,"154,774","58,707"
2017,Gulf,BLUEHEAD ,THALASSOMA BIFASCIATUM,934,"2,073"
2017,Gulf,"BONITO, ATLANTIC ",SARDA SARDA,NA,NA
