Year,Region,NMFS Name,Scientific Name,Pounds,Dollars
2017,Gulf,BOWFIN ,AMIA CALVA,"222,907","177,724"
2017,Gulf,BOXFISHES **,OSTRACIIDAE,192,262
2017,Gulf,"BREAM, RED ",BERYX DECADACTYLUS,49,78
2017,Gulf,"BROTULA, BEARDED ",BROTULA BARBATA,NA,NA
2017,Gulf,"BROTULA, BLACK ",STYGNOBROTULA,NA,NA
2017,Gulf,"BROTULA, KEY ",OGILBIA,NA,NA
2017,Gulf,BRYOZOA,BRYOZOA ,NA,NA
2017,Gulf,BUFFALOFISHES **,ICTIOBUS,"2,797,876","637,240"
2017,Gulf,BULLHEADS **,AMEIURUS,211,56
2017,Gulf,"BUMPER, ATLANTIC ",CHLOROSCOMBRUS CHRYSURUS,"50,856","25,833"
2017,Gulf,"BURRFISH, STRIPED ",CHILOMYCTERUS SCHOEPFII,"3,168","3,282"
2017,Gulf,BURRFISHES,CHILOMYCTERUS SPP.,9,962
2017,Gulf,BUTTERFISH ,PEPRILUS TRIACANTHUS,"25,401","21,780"
2017,Gulf,"BUTTERFISH, GULF ",PEPRILUS BURTI,"380,260","133,276"
2017,Gulf,"BUTTERFLYFISH, BANDED ",CHAETODON STRIATUS,208,837
2017,Gulf,"BUTTERFLYFISH, FOUREYE ",CHAETODON CAPISTRATUS,697,"2,786"
2017,Gulf,"BUTTERFLYFISH, LONGSNOUT ",PROGNATHODES ACULEATUS,NA,NA
2017,Gulf,"BUTTERFLYFISH, REEF ",CHAETODON SEDENTARIUS,373,930
2017,Gulf,"BUTTERFLYFISH, SPOTFIN ",CHAETODON OCELLATUS,170,"5,767"
2017,Gulf,"CARDINALFISH, TWOSPOT ",APOGON PSEUDOMACULATUS,184,472
2017,Gulf,CARDINALFISHES **,APOGONIDAE,75,136
2017,Gulf,"CARP, BIGHEAD ",HYPOPHTHALMICHTHYS NOBILIS,"387,553","44,949"
2017,Gulf,"CARP, COMMON ",CYPRINUS CARPIO,"103,199","11,398"
2017,Gulf,"CARP, GRASS ",CTENOPHARYNGODON IDELLA,"166,780","33,041"
2017,Gulf,"CARP, SILVER ",HYPOPHTHALMICHTHYS MOLITRIX,"117,300","23,817"
2017,Gulf,"CASSIOPEA, JAMAICAN ",CASSIOPEA XANTHOCHANA,"2,024","3,314"
2017,Gulf,"CATFISH, BLUE ",ICTALURUS FURCATUS,"3,984,668","2,060,084"
2017,Gulf,"CATFISH, CHANNEL ",ICTALURUS PUNCTATUS,"747,214","545,931"
2017,Gulf,"CATFISH, FLATHEAD ",PYLODICTIS OLIVARIS,"238,510","136,781"
2017,Gulf,"CATFISH, GAFFTOPSAIL ",BAGRE MARINUS,"2,657","1,373"
2017,Gulf,"CATFISH, HARDHEAD ",ARIOPSIS FELIS,NA,NA
2017,Gulf,"CATFISHES, FORKTAIL **",ICTALURUS,287,182
2017,Gulf,"CATFISHES, SEA **",ARIIDAE,"23,397","10,832"
2017,Gulf,CERO ,SCOMBEROMORUS REGALIS,"4,559","8,571"
2017,Gulf,CHERUBFISH ,CENTROPYGE,NA,NA
2017,Gulf,CHITONS **,POLYPLACOPHORA,"1,017","2,928"
2017,Gulf,"CHROMIS, BLUE ",CHROMIS CYANEA,"4,614","17,692"
2017,Gulf,"CHROMIS, BROWN ",CHROMIS MULTILINEATA,146,254
2017,Gulf,"CHUB, BERMUDA ",KYPHOSUS SECTATOR,NA,NA
2017,Gulf,"CLAM, ANGELWING ",CYRTOPLEURA COSTATA,NA,NA
2017,Gulf,"CLAM, BOX, JEWEL **",CHAMIDAE,37,67
2017,Gulf,"CLAM, FILE, ROUGH **",LOXORHYNCHUS,"7,042","5,216"
2017,Gulf,"CLAM, FILE, SPINY ",LIMA LIMA,140,236
2017,Gulf,"CLAM, QUAHOG, SOUTHERN ",MERCENARIA CAMPECHIENSIS,"13,498","116,796"
2017,Gulf,"CLAM, VENUS, SUNRAY ",MACROCALLISTA NIMBOSA,NA,NA
2017,Gulf,CLAMS **,BIVALVIA,220,"3,157"
2017,Gulf,"CLAMS, PENSHELL **",PINNIDAE,NA,NA
2017,Gulf,CLINGFISHES **,GOBIESOCIDAE,64,169
2017,Gulf,COBIA ,RACHYCENTRON CANADUM,"76,998","287,404"
2017,Gulf,"CONCH, CROWN ",MELONGENA CORONA,"1,266",762
2017,Gulf,"CONCH, FLORIDA FIGHTING ",STROMBUS ALATUS,"6,980","10,434"
2017,Gulf,"CONCH, HAWKWING ",STROMBUS RANINUS,332,349
2017,Gulf,"CONCH, HORSE ",PLEUROPLOCA GIGANTEA,66,350
2017,Gulf,"CONCH, MILK ",STROMBUS COSTATUS,40,137
2017,Gulf,"CONCH, OTHER **",MESOGASTROPODA,334,545
2017,Gulf,"COOTER, RIVER ",PSEUDEMYS CONCINNA,NA,NA
2017,Gulf,"CORAL, DEEPWATER ",SWIFTIA EXSERTA,146,356
2017,Gulf,"CORALLIMORPH, DISCOSOMA **",DISCOSOMA,"1,738","9,951"
2017,Gulf,"CORALLIMORPH, FLORIDA ",RICORDEA,"9,129","38,166"
2017,Gulf,CORALLIMORPHARIA **,CORALLIMORPHARIA,"1,175","6,026"
2017,Gulf,CORALLINACEAE **,CORALLINACEAE,342,"1,461"
2017,Gulf,CORALS **,ANTHOZOA,"12,385","53,689"
2017,Gulf,COTTONWICK ,HAEMULON MELANURUM,137,733
2017,Gulf,"COWFISH, HONEYCOMBED ",ACANTHOSTRACION POLYGONIUS,589,"1,364"
2017,Gulf,"COWFISH, SCRAWLED ",ACANTHOSTRACION QUADRICORNIS,"1,140","1,585"
2017,Gulf,"COWRIE, ATLANTIC DEER ",CYPRAEA CERVUS,93,145
2017,Gulf,"COWRIE, ATLANTIC GRAY ",TALPARIA CINEREA,NA,NA
2017,Gulf,"COWRIE, MEASLED ",CYPRAEA ZEBRA,59,121
2017,Gulf,"CRAB, BLUE ",CALLINECTES SAPIDUS,"54,468,192","69,146,314"
2017,Gulf,"CRAB, FALSE ARROW ",METOPORHAPHIS CALCARATA,"2,881","1,639"
2017,Gulf,"CRAB, FLORIDA STONE ",MENIPPE MERCENARIA,"1,155","4,544"
2017,Gulf,"CRAB, FURCATE SPIDER ",STENOCIONOPS FURCATUS,"2,103","5,932"
2017,Gulf,"CRAB, GOLDEN DEEPSEA ",CHACEON FENNERI,NA,NA
2017,Gulf,"CRAB, GREEN CLINGING ",MITHRACULUS SCULPTUS,"146,913","83,502"
2017,Gulf,"CRAB, HERMIT, GIANT ",PETROCHIRUS,664,995
2017,Gulf,"CRAB, HERMIT, ORANGECLAW ",CALCINUS,"13,290","2,808"
2017,Gulf,"CRAB, HERMIT, POLKADOTTED ",PHIMOCHIRUS OPERCULATUS,"1,107","1,148"
2017,Gulf,"CRAB, HERMIT, STAREYE ",DARDANUS,"4,601","1,135"
2017,Gulf,"CRAB, HERMIT, THINSTRIPE ",CLIBANARIUS VITTATUS,"5,028","6,217"
2017,Gulf,"CRAB, HERMIT, TRICOLOR ",CLIBANARIUS TRICOLOR,"1,523,453","208,643"
2017,Gulf,"CRAB, HORSESHOE ",LIMULUS POLYPHEMUS,"19,976","24,302"
2017,Gulf,"CRAB, MITHRACULUS RUBER ",MITHRACULUS RUBER,NA,NA
2017,Gulf,"CRAB, NIMBLE SPRAY ",PERCNON GIBBESI,"1,031","1,759"
2017,Gulf,"CRAB, PAGURISTES ERYTHROPS ",PAGURISTES ERYTHROPS,NA,NA
2017,Gulf,"CRAB, PAGURISTES PUNCTICEPS ",PAGURISTES PUNCTICEPS,30,22
2017,Gulf,"CRAB, RED-RIDGED CLINGING ",MITHRACULUS FORCEPS,587,"1,088"
2017,Gulf,"CRAB, REDFINGER RUBBLE ",ERIPHIA GONAGRA,410,"1,630"
2017,Gulf,"CRAB, SPOTTED PORCELAIN ",PORCELLANA SAYANA,"10,492","6,893"
2017,Gulf,"CRAB, YELLOWLINE ARROW ",STENORHYNCHUS SETICORNIS,"3,477","4,901"
2017,Gulf,"CRABS, BOX **",CALAPPIDAE,29,537
2017,Gulf,"CRABS, BRACHYURA **",BRACHYURA,"35,679","26,649"
2017,Gulf,"CRABS, CORAL SPIDER **",MITHRAX,"36,818","36,876"
2017,Gulf,"CRABS, DECAPODA (ORDER) **",DECAPODA,"13,697","12,484"
2017,Gulf,"CRABS, FIDDLER **",UCA,NA,NA
2017,Gulf,"CRABS, HERMIT, PAGUROIDEA (SUPERFAMILY) **",PAGUROIDEA,"30,931","25,164"
2017,Gulf,"CRABS, LIBINIA **",LIBINIA,NA,NA
2017,Gulf,"CRABS, MAJOIDEA **",MAJOIDEA ,NA,NA
2017,Gulf,"CRABS, MITHRACULUS **",MITHRACULUS ,NA,NA
2017,Gulf,"CRABS, SAND **",HIPPIDAE,"4,406","35,973"
2017,Gulf,"CRABS, STONE **",MENIPPE,"2,516,792","29,099,168"
2017,Gulf,"CROAKER, ATLANTIC ",MICROPOGONIAS UNDULATUS,"118,765","849,461"
2017,Gulf,"CROAKER, REEF ",ODONTOSCION DENTEX,NA,NA
2017,Gulf,CRUSTACEANS **,CRUSTACEA,"1,264,127","304,594"
2017,Gulf,CUBBYU ,PAREQUES UMBROSUS,NA,NA
2017,Gulf,"CUCUMBER, FLORIDA SEA ",HOLOTHURIA FLORIDANA,"8,775","11,058"
2017,Gulf,"CUCUMBERS, OTHER SEA **",HOLOTHURIIDAE,655,"3,719"
2017,Gulf,"CUTLASSFISH, ATLANTIC ",TRICHIURUS LEPTURUS,"8,296","9,845"
2017,Gulf,CUTLASSFISHES **,TRICHIURUS ,NA,NA
2017,Gulf,"DAMSELFISH, BICOLOR ",STEGASTES PARTITUS,168,258
2017,Gulf,"DAMSELFISH, COCOA ",STEGASTES VARIABILIS,NA,NA
2017,Gulf,"DAMSELFISH, DUSKY ",STEGASTES FUSCUS,NA,NA
2017,Gulf,"DAMSELFISH, LONGFIN ",STEGASTES DIENCAEUS,NA,NA
2017,Gulf,"DAMSELFISH, THREESPOT ",STEGASTES PLANIFRONS,NA,NA
2017,Gulf,"DAMSELFISH, YELLOWTAIL ",MICROSPATHODON CHRYSURUS,87,396
2017,Gulf,DAMSELFISHES **,POMACENTRIDAE,NA,NA
2017,Gulf,"DICK, SLIPPERY ",HALICHOERES BIVITTATUS,95,151
2017,Gulf,DOCTORFISH ,ACANTHURUS CHIRURGUS,72,172
2017,Gulf,"DOLLAR, SAND ",CLYPEASTER SUBDEPRESSUS,NA,NA
2017,Gulf,"DOLLARS, KEYHOLE SAND **",MELLITA,"1,282,733","639,453"
2017,Gulf,"DOLLARS, OTHER SAND **",MELLITIDAE,"207,920","37,534"
2017,Gulf,"DOLLARS, SIX-HOLED KEYHOLE SAND **",LEODIA,NA,NA
2017,Gulf,DOLPHINFISH ,CORYPHAENA HIPPURUS,"67,724","143,126"
2017,Gulf,"DORIS, FLORIDA REGAL ",HYPSELODORIS EDENTICULATA,105,210
2017,Gulf,DRAGONETS **,CALLIONYMIDAE,NA,NA
2017,Gulf,"DRIFTFISH, BLACK ",HYPEROGLYPHE BYTHITES,NA,NA
2017,Gulf,"DRUM, BLACK ",POGONIAS CROMIS,"5,465,611","5,648,649"
2017,Gulf,"DRUM, BLACKBAR ",PAREQUES IWAMOTOI,NA,NA
2017,Gulf,"DRUM, FRESHWATER ",APLODINOTUS GRUNNIENS,"439,516","75,156"
2017,Gulf,"DRUM, RED ",SCIAENOPS OCELLATUS,"56,561","139,642"
2017,Gulf,"DRUM, SPOTTED ",EQUETUS PUNCTATUS,120,"4,404"
2017,Gulf,DRUMS **,SCIAENIDAE,"2,968","2,082"
2017,Gulf,"EEL, MORAY, BLACKEDGE ",GYMNOTHORAX NIGROMARGINATUS,35,130
2017,Gulf,"EEL, MORAY, GOLDENTAIL ",MURAENA MILARIS,5,89
2017,Gulf,"EEL, MORAY, GREEN ",GYMNOTHORAX FUNEBRIS,77,"4,456"
2017,Gulf,"EEL, MORAY, SPOTTED ",GYMNOTHORAX MORINGA,47,376
2017,Gulf,EELS **,ANGUILLIFORMES,NA,NA
2017,Gulf,"EELS, CUSK **",OPHIDIIDAE,"2,309","3,678"
2017,Gulf,"EELS, MORAY **",MURAENIDAE,118,"2,715"
2017,Gulf,"EELS, SNAKE **",OPHICHTHIDAE,NA,NA
2017,Gulf,ESCOLAR ,LEPIDOCYBIUM FLAVOBRUNNEUM,"37,980","33,046"
2017,Gulf,"FILEFISH, ORANGESPOTTED ",CANTHERHINES PULLUS,11,136
2017,Gulf,"FILEFISH, PYGMY ",STEPHANOLEPIS SETIFER,NA,NA
2017,Gulf,"FILEFISH, SCRAWLED ",ALUTERUS SCRIPTUS,54,"1,367"
2017,Gulf,"FILEFISH, WHITESPOTTED ",CANTHERHINES MACROCERUS,218,"1,506"
2017,Gulf,FILEFISHES **,MONACANTHUS ,81,597
2017,Gulf,"FLAG, SPANISH ",GONIOPLECTRUS HISPANUS,NA,NA
2017,Gulf,FLAMEFISH ,APOGON MACULATUS,763,"1,809"
2017,Gulf,FLATFISHES **,PLEURONECTIFORMES,"12,058","32,814"
2017,Gulf,"FLOUNDER, GULF ",PARALICHTHYS ALBIGUTTA,"44,000","153,029"
2017,Gulf,"FLOUNDER, SOUTHERN ",PARALICHTHYS LETHOSTIGMA,"19,312","67,819"
2017,Gulf,"FLOUNDER, SUMMER ",PARALICHTHYS DENTATUS,NA,NA
2017,Gulf,"FLOUNDERS, PARALICHTHYS **",PARALICHTHYS,"107,189","339,724"
2017,Gulf,FLYINGFISHES **,EXOCOETIDAE,"9,249","5,345"
2017,Gulf,FORAMS **,FORAMINIFERIDA ,NA,NA
2017,Gulf,"FROG, PIG ",LITHOBATES GRYLIO,NA,NA
2017,Gulf,"FROGFISH, OCELLATED ",ANTENNARIUS OCELLATUS,281,"2,901"
2017,Gulf,"FROGFISHES, ANTENNARIIDAE (FAMILY) **",ANTENNARIIDAE,40,435
2017,Gulf,"GAR, ALLIGATOR ",LEPISOSTEUS SPATULA,"625,376","458,631"
2017,Gulf,"GAR, LONGNOSE ",LEPISOSTEUS OSSEUS,"9,528","4,679"
2017,Gulf,"GAR, SHORTNOSE ",LEPISOSTEUS,NA,NA
2017,Gulf,"GAR, SPOTTED ",LEPISOSTEUS OCULATUS,NA,NA
2017,Gulf,GARFISHES **,LEPISOSTEIDAE,"31,503","34,310"
2017,Gulf,"GOATFISH, SPOTTED ",PSEUDUPENEUS,NA,NA
2017,Gulf,"GOATFISH, YELLOW ",MULLOIDICHTHYS MARTINICUS,NA,NA
2017,Gulf,GOATFISHES **,MULLIDAE,NA,NA
2017,Gulf,GOBIES **,GOBIIDAE,446,"1,174"
2017,Gulf,"GOBY, NAKED ",GOBIOSOMA BOSC,NA,NA
2017,Gulf,"GOBY, NEON ",ELACATINUS OCEANOPS,"1,247","3,807"
2017,Gulf,"GOBY, TIGER ",ELACATINUS MACRODON,NA,NA
2017,Gulf,"GOBY, VIOLET ",GOBIOIDES BROUSSONNETI,NA,NA
2017,Gulf,"GOBY, YELLOWLINE ",ELACATINUS HORSTI,NA,NA
2017,Gulf,GOOSEFISH ,LOPHIUS AMERICANUS,NA,NA
2017,Gulf,"GORGONIAN, SEA BLADES ",PTEROGORGIA GUADALUPENSIS,"10,056","37,809"
2017,Gulf,GRAYSBY ,CEPHALOPHOLIS CRUENTATA,288,998
2017,Gulf,"GROUPER, BLACK ",MYCTEROPERCA BONACI,"126,941","572,229"
2017,Gulf,"GROUPER, CONEY ",CEPHALOPHOLIS FULVA,NA,NA
2017,Gulf,"GROUPER, GAG ",MYCTEROPERCA MICROLEPIS,"578,367","2,568,799"
2017,Gulf,"GROUPER, MARBLED",DERMATOLEPIS INERMIS,303,807
2017,Gulf,"GROUPER, MARBLED ",DERMATOLEPIS INERMIS,NA,NA
2017,Gulf,"GROUPER, MISTY ",EPINEPHELUS MYSTACINUS,"1,745",421
2017,Gulf,"GROUPER, RED ",EPINEPHELUS MORIO,"3,921,667","14,159,277"
2017,Gulf,"GROUPER, SNOWY ",EPINEPHELUS NIVEATUS,"137,101","556,458"
2017,Gulf,"GROUPER, TIGER ",MYCTEROPERCA TIGRIS,NA,NA
2017,Gulf,"GROUPER, WARSAW ",EPINEPHELUS NIGRITUS,"51,845","175,933"
2017,Gulf,"GROUPER, YELLOWEDGE ",EPINEPHELUS FLAVOLIMBATUS,"798,271","3,248,573"
2017,Gulf,"GROUPER, YELLOWFIN ",MYCTEROPERCA VENENOSA,58,250
2017,Gulf,"GROUPER, YELLOWMOUTH ",MYCTEROPERCA INTERSTITIALIS,62,321
2017,Gulf,"GROUPERS, SERRANIDAE (FAMILY) **",SERRANIDAE,88,"1,150"
2017,Gulf,"GRUNT, FRENCH ",HAEMULON FLAVOLINEATUM,372,"3,376"
2017,Gulf,"GRUNTS, HAEMULIDAE (FAMILY) **",HAEMULIDAE,"220,063","246,625"
2017,Gulf,"GUITARFISH, BANDED ",ZAPTERYX,NA,NA
2017,Gulf,"HAKES, RED AND WHITE **",UROPHYCIS,610,"1,041"
2017,Gulf,"HAMLET, BUTTER ",HYPOPLECTRUS UNICOLOR,345,"1,242"
2017,Gulf,"HARES, SEA **",APLYSIIDAE,871,"1,879"
2017,Gulf,"HARVESTFISH, NORTHERN ",PEPRILUS PARU,"3,367","1,437"
2017,Gulf,HARVESTFISHES **,PEPRILUS,NA,NA
2017,Gulf,"HAWKFISH, REDSPOTTED ",AMBLYCIRRHITUS PINOS,37,122
2017,Gulf,"HERRING, ATLANTIC THREAD ",OPISTHONEMA OGLINUM,"2,804,171","593,685"
2017,Gulf,HERRINGS **,CLUPEIDAE,"1,119,549","407,007"
2017,Gulf,HIGH-HAT ,PAREQUES ACUMINATUS,784,"1,965"
2017,Gulf,"HIND, RED ",EPINEPHELUS GUTTATUS,572,"1,535"
2017,Gulf,"HIND, ROCK ",EPINEPHELUS ADSCENSIONIS,463,"1,316"
2017,Gulf,"HIND, SPECKLED ",EPINEPHELUS DRUMMONDHAYI,"60,876","212,189"
2017,Gulf,HOGFISH ,LACHNOLAIMUS MAXIMUS,"25,091","113,582"
2017,Gulf,"HOGFISH, SPANISH ",BODIANUS RUFUS,NA,NA
2017,Gulf,"HOGFISH, SPOTFIN ",BODIANUS PULCHELLUS,429,"8,526"
2017,Gulf,"JACK, ALMACO ",SERIOLA RIVOLIANA,"29,086","43,715"
2017,Gulf,"JACK, BAR",CARANGOIDES RUBER,"8,176","10,966"
2017,Gulf,"JACK, BAR ",CARANGOIDES RUBER,"41,100","49,763"
2017,Gulf,"JACK, BLUNTNOSE ",HEMICRANX AMBLYRHYNCHUS,NA,NA
2017,Gulf,"JACK, CREVALLE ",CARANX HIPPOS,"447,381","352,881"
2017,Gulf,"JACK, HORSE-EYE ",CARANX LATUS,130,82
2017,Gulf,"JACK, YELLOW ",CARANGOIDES BARTHOLOMAEI,"19,128","39,819"
2017,Gulf,JACKKNIFE-FISH ,EQUETUS LANCEOLATUS,254,"2,098"
2017,Gulf,JACKS **,CARANGIDAE,"42,717","44,983"
2017,Gulf,"JAWFISH, DUSKY ",OPISTOGNATHUS WHITEHURSTI,388,594
2017,Gulf,"JAWFISH, YELLOWHEAD ",OPISTOGNATHUS AURIFRONS,"2,747","14,936"
2017,Gulf,JAWFISHES **,OPISTOGNATHIDAE,59,"1,038"
2017,Gulf,"JAWFISHES, SPOTFIN **",OPISTOGNATHUS ,17,56
2017,Gulf,"JELLYFISHES, SCYPHOZOA (CLASS) **",SCYPHOZOA,NA,NA
2017,Gulf,KILLIFISHES **,CYPRINODONTIDAE,"1,853","41,457"
2017,Gulf,"KINGFISH, GULF ",MENTICIRRHUS LITTORALIS,NA,NA
2017,Gulf,"KINGFISH, SOUTHERN ",MENTICIRRHUS AMERICANUS,NA,NA
2017,Gulf,KINGFISHES **,MENTICIRRHUS,"43,298","55,665"
2017,Gulf,"KINGSNAKE, SPECKLED",LAMPROPELTIS HOLBROOKI,NA,NA
2017,Gulf,LADYFISH ,ELOPS SAURUS,"1,164,440","976,084"
2017,Gulf,LIONFISHES **,PTEROIS  OKEN,"68,712","340,916"
2017,Gulf,"LIZARDFISH, INSHORE ",SYNODUS FOETENS,NA,NA
2017,Gulf,"LIZARDFISHES, SYNODONTIDAE (FAMILY) **",SYNODONTIDAE,NA,NA
2017,Gulf,"LOBSTER, CARIBBEAN SPINY ",PANULIRUS ARGUS,"3,621,755","31,943,649"
2017,Gulf,"LOBSTER, SPANISH **",SCYLLARIDES,"1,295","1,711"
2017,Gulf,"LOBSTER, SPOTTED SPINY ",PANULIRUS GUTTATUS,22,458
2017,Gulf,"LOBSTERS, SLIPPER **",SCYLLARIDAE,"1,355","1,187"
2017,Gulf,LOOKDOWN ,SELENE VOMER,"1,759","25,135"
2017,Gulf,"MACKEREL, ATLANTIC ",SCOMBER SCOMBRUS,"89,001","21,746"
2017,Gulf,"MACKEREL, KING ",SCOMBEROMORUS CAVALLA,"3,027,586","5,523,005"
2017,Gulf,"MACKEREL, SPANISH ",SCOMBEROMORUS MACULATUS,"636,995","683,771"
2017,Gulf,"MAJOR, SERGEANT ",ABUDEFDUF SAXATILIS,122,303
2017,Gulf,"MAT, GREEN SEA ",ZOANTHUS SOCIATUS,"17,752","9,148"
2017,Gulf,"MENHADEN, ATLANTIC ",BREVOORTIA TYRANNUS,"93,219","48,605"
2017,Gulf,MENHADENS **,BREVOORTIA ,"1,016,737,889","72,153,418"
2017,Gulf,MINNOWS **,CYPRINIDAE,"45,458","203,745"
2017,Gulf,MOJARRAS **,GERREIDAE,"258,059","254,609"
2017,Gulf,MOONEYES **,HIODONTIDAE,NA,NA
2017,Gulf,"MOONFISH, ATLANTIC ",SELENE SETAPINNIS,79,47
2017,Gulf,"MULLET, STRIPED ",MUGIL CEPHALUS,"9,145,727","6,344,415"
2017,Gulf,"MULLET, WHITE ",MUGIL CUREMA,"75,018","90,954"
2017,Gulf,MULLETS **,MUGILIDAE,"96,477","233,237"
2017,Gulf,"MUSSELS, PERNA **",PERNA PHILIPSSON,NA,NA
2017,Gulf,NEEDLEFISHES **,BELONIDAE,NA,NA
2017,Gulf,NUDIBRANCHS **,NUDIBRANCHIA,"3,585","4,049"
2017,Gulf,"OCTOPUS, ATLANTIC PYGMY ",OCTOPUS JOUBINI,159,"1,730"
2017,Gulf,"OCTOPUS, CARIBBEAN REEF ",OCTOPUS BRIAREUS,95,934
2017,Gulf,"OCTOPUS, COMMON ",OCTOPUS VULGARIS,582,"2,991"
2017,Gulf,OCTOPUSES **,OCTOPODIDAE,"14,899","39,526"
2017,Gulf,OILFISH ,RUVETTUS PRETIOSUS,NA,NA
2017,Gulf,OPAH ,LAMPRIS GUTTATUS,NA,NA
2017,Gulf,"OYSTER, ATLANTIC THORNY ",SPONDYLUS AMERICANUS,167,776
2017,Gulf,"OYSTER, EASTERN ",CRASSOSTREA VIRGINICA,"17,704,492","110,898,823"
2017,Gulf,PALAEMONETES **,PALAEMONETES,NA,NA
2017,Gulf,"PARROTFISH, BLUE ",SCARUS COERULEUS,48,"1,351"
2017,Gulf,"PARROTFISH, MIDNIGHT ",SCARUS COELESTINUS,36,941
2017,Gulf,"PARROTFISH, PRINCESS ",SCARUS TAENIOPTERUS,183,"1,923"
2017,Gulf,"PARROTFISH, QUEEN ",SCARUS VETULA,25,370
2017,Gulf,"PARROTFISH, RAINBOW ",SCARUS GUACAMAIA,82,"2,120"
2017,Gulf,"PARROTFISH, REDBAND ",SPARISOMA AUROFRENATUM,126,665
2017,Gulf,"PARROTFISH, STOPLIGHT ",SPARISOMA VIRIDE,138,"2,321"
2017,Gulf,"PARROTFISH, STRIPED ",SCARUS ISERI,160,392
2017,Gulf,PARROTFISHES **,SCARIDAE,399,"1,412"
2017,Gulf,"PENS/PANSIES, SEA **",PENNATULACEA,NA,NA
2017,Gulf,"PERCH, DWARF SAND ",DIPLECTRUM BIVITTATUM,NA,NA
2017,Gulf,"PERCH, SAND ",DIPLECTRUM FORMOSUM,"1,032","5,066"
2017,Gulf,"PERIWINKLES, ATLANTIC **",LITTORINIDAE,NA,NA
2017,Gulf,PERMIT ,TRACHINOTUS FALCATUS,"15,768","32,089"
2017,Gulf,PIGFISH ,ORTHOPRISTIS CHRYSOPTERA,"6,869","71,199"
2017,Gulf,PILOTFISH ,NAUCRATES DUCTOR,NA,NA
2017,Gulf,PINFISH ,LAGODON RHOMBOIDES,"85,925","226,773"
2017,Gulf,"PIPEFISH, SARGASSUM ",SYNGNATHUS PELAGICUS,"1,009","1,991"
2017,Gulf,"PIPEFISHES, SYNGNATHINAE (SUBFAMILY) **",SYNGNATHINAE ,"1,027","2,637"
2017,Gulf,PLANEHEAD FILEFISH,STEPHANOLEPIS HISPIDUS,"1,678","1,381"
2017,Gulf,"POLYCHAETE, FANWORMS **",SERPULIDAE,NA,NA
2017,Gulf,"POLYCHAETE, FEATHER-DUSTERS **",SABELLIDAE,NA,NA
2017,Gulf,"POLYCHAETE, HORNED CHRISTMAS-T ",SPIROBRANCHUS GIGANTEUS,NA,NA
2017,Gulf,"POMFRET, BIGSCALE ",TARACTICHTHYS LONGIPINNIS,NA,NA
2017,Gulf,POMFRETS **,BRAMIDAE,NA,NA
2017,Gulf,"POMPANO, AFRICAN ",ALECTIS CILIARIS,"4,911","12,721"
2017,Gulf,"POMPANO, FLORIDA ",TRACHINOTUS CAROLINUS,"89,716","380,162"
2017,Gulf,PORCUPINEFISH ,DIODON HYSTRIX,300,"1,571"
2017,Gulf,PORGIES **,SPARIDAE,"131,755","160,139"
2017,Gulf,"PORGY, GRASS ",CALAMUS ARCTIFRONS,"2,059","1,938"
2017,Gulf,"PORGY, JOLTHEAD ",CALAMUS BAJONADO,"37,456","58,214"
2017,Gulf,"PORGY, KNOBBED ",CALAMUS NODOSUS,"11,570","13,851"
2017,Gulf,"PORGY, LITTLEHEAD ",CALAMUS PRORIDENS,175,461
2017,Gulf,"PORGY, LONGSPINE ",STENOTOMUS CAPRINUS,NA,NA
2017,Gulf,"PORGY, RED ",PAGRUS PAGRUS,"120,068","157,015"
2017,Gulf,"PORGY, WHITEBONE ",CALAMUS LEUCOSTEUS,"3,916","7,320"
2017,Gulf,PORKFISH ,ANISOTREMUS VIRGINICUS,"1,685","10,888"
2017,Gulf,PROCAMBARUS (CRAYFISHES) **,PROCAMBARUS,"8,574,528","12,105,422"
2017,Gulf,PUDDINGWIFE ,HALICHOERES RADIATUS,32,570
2017,Gulf,"PUFFER, SHARPNOSE ",CANTHIGASTER ROSTRATA,281,416
2017,Gulf,"PUFFER, SOUTHERN ",SPHOEROIDES NEPHELUS,222,"1,258"
2017,Gulf,"PUFFERS, TETRAODONTIDAE (FAMILY) **",TETRAODONTIDAE,"1,866","9,448"
2017,Gulf,"RAY, LESSER ELECTRIC ",NARCINE BRASILIENSIS,NA,NA
2017,Gulf,RAYS **,RAJIFORMES,"100,252","35,440"
2017,Gulf,"RAYS, BUTTERFLY **",GYMNURA,NA,NA
2017,Gulf,"RAYS, EAGLE **",MYLIOBATIDAE,NA,NA
2017,Gulf,RAZORFISHES **,XYRICHTYS,62,74
2017,Gulf,"REEFFISH, PURPLE ",CHROMIS SCOTTI,51,114
2017,Gulf,"REEFFISH, YELLOWTAIL ",CHROMIS ENCHRYSURA,NA,NA
2017,Gulf,"REMORAS, OTHER **",ECHENEIDAE,NA,NA
2017,Gulf,REPTILES,REPTILIA ,"1,880","47,648"
2017,Gulf,"ROSEFISH, BLACKBELLY ",HELICOLENUS DACTYLOPTERUS,"3,502","8,312"
2017,Gulf,"ROVER, CRIMSON ",ERYTHROCLES MONODI,NA,NA
2017,Gulf,"RUDDERFISH, BANDED ",SERIOLA ZONATA,"8,989","7,940"
2017,Gulf,"RUNNER, BLUE ",CARANX CRYSOS,"163,301","123,533"
