Time,Code,catch,preyvalue,scenario.x,catch_base,scenario.y,ratio,long_name,guild,habit
4745,ODF,16175.985334,0.00242774297435179,meso_oil,22394.213993,no_oil,0.7223287827407696,Other demersal fish,Mesopelagic,Demersal
5474.5,LGS,5310.516844,0.0035011943561568766,meso_oil,5292.071653,no_oil,1.0034854386352732,Large sharks,Pelagic,Pelagic
4745,ODF,13170.656026,0.0454266609844816,meso_oil,18943.125268,no_oil,0.6952736594234932,Other demersal fish,Mesopelagic,Demersal
5474.5,LGS,5451.254796,0.06551252366424194,meso_oil,5501.362183,no_oil,0.990891821819178,Large sharks,Pelagic,Pelagic
4745,ODF,121.775116,0.85,meso_oil,413.758124,no_oil,0.294314743171061,Other demersal fish,Mesopelagic,Demersal
5474.5,LGS,5250.075005,2.9994425025527246e-5,meso_oil,5230.392105,no_oil,1.003763178668992,Large sharks,Pelagic,Pelagic
