Code,preyvalue,long_name,guild,habit,tot_catch,tot_catch_base,dollar_kg,gross_value_mt,gross_value_base_mt
BDR,2.9994425025527246e-5,Black drum,Demersal,Demersal,1277.2576986960619,1278.1505603806345,2.2352077808665416,2854936.3462971305,2856932.077681725
BDR,4.3256766768560436e-5,Black drum,Demersal,Demersal,1277.2864174605645,1278.1737241826481,2.2352077808665416,2855000.5387030034,2856983.85359222
BDR,6.238318853177415e-5,Black drum,Demersal,Demersal,1277.325822653896,1278.2085860252116,2.2352077808665416,2855088.6174977445,2857061.777053973
BDR,8.996655326119738e-5,Black drum,Demersal,Demersal,1277.385749212737,1278.2588551442855,2.2352077808665416,2855222.5658083465,2857174.1389800645
BDR,1.2974618476863025e-4,Black drum,Demersal,Demersal,1277.4689345343008,1278.3310950968696,2.2352077808665416,2855408.50228636,2857335.61028417
BDR,1.8711478712696313e-4,Black drum,Demersal,Demersal,1277.5866468959248,1278.4302567026546,2.2352077808665416,2855671.6138729663,2857557.257076984
BDR,2.698495036598089e-4,Black drum,Demersal,Demersal,1277.7520488717726,1278.3847978596834,2.2352077808665416,2856041.321656352,2857455.6471174657
BDR,3.891662211390886e-4,Black drum,Demersal,Demersal,1277.9815348393101,1278.5868832865124,2.2352077808665416,2856554.2704765913,2857907.3500359133
BDR,5.612400453647188e-4,Black drum,Demersal,Demersal,1278.2945747066135,1278.8630560036454,2.2352077808665416,2857253.9796237093,2858524.6534421123
BDR,8.09398070569988e-4,Black drum,Demersal,Demersal,1278.709614668348,1279.2286881832774,2.2352077808665416,2858181.680175549,2859341.917334961
BDR,0.001167281704242415,Black drum,Demersal,Demersal,1279.2480040439893,1279.7067510267964,2.2352077808665416,2859385.092297118,2860410.4871225376
BDR,0.0016834072462015557,Black drum,Demersal,Demersal,1279.9229093622964,1280.3013306948994,2.2352077808665416,2860893.6459159465,2861739.4962230264
BDR,0.00242774297435179,Black drum,Demersal,Demersal,1280.6681713060327,1280.967383053227,2.2352077808665416,2862559.4612113694,2863228.261636825
BDR,0.0035011943561568766,Black drum,Demersal,Demersal,1281.4369054957467,1281.6599735705531,2.2352077808665416,2864277.741853636,2864776.3453501067
BDR,0.005049283243362186,Black drum,Demersal,Demersal,1282.1189500142184,1282.2816958733615,2.2352077808665416,2865802.2530682217,2866166.023878882
BDR,0.00728187546254453,Black drum,Demersal,Demersal,1282.6164218003523,1282.7346906396895,2.2352077808665416,2866914.2058753497,2867178.56130527
BDR,0.01050163116155465,Black drum,Demersal,Demersal,1282.8922674179648,1282.9761289172218,2.2352077808665416,2867530.778146155,2867718.2260218095
BDR,0.015145034767567803,Black drum,Demersal,Demersal,1282.9974618452627,1283.0591733434082,2.2352077808665416,2867765.909548555,2867903.847569379
BDR,0.02184156676065183,Black drum,Demersal,Demersal,1283.025882067587,1283.0658210458078,2.2352077808665416,2867829.4346506284,2867918.706565507
BDR,0.03149903885209916,Black drum,Demersal,Demersal,1283.0347090146252,1283.0551192111752,2.2352077808665416,2867849.164711329,2867894.785741467
BDR,0.0454266609844816,Black drum,Demersal,Demersal,1283.0446988555714,1283.0497973976924,2.2352077808665416,2867871.494081542,2867882.890382562
BDR,0.06551252366424194,Black drum,Demersal,Demersal,1283.0595432166836,1283.0520947216853,2.2352077808665416,2867904.674313002,2867888.0253790263
BDR,0.09447955592254584,Black drum,Demersal,Demersal,1283.0779774206312,1283.062079336612,2.2352077808665416,2867945.8785890997,2867910.343067999
BDR,0.13625465770590775,Black drum,Demersal,Demersal,1283.100413138412,1283.0817075226523,2.2352077808665416,2867996.027080053,2867954.216142161
BDR,0.19650104792801815,Black drum,Demersal,Demersal,1283.1212256544277,1283.10430661098,2.2352077808665416,2868042.5473777903,2868004.7298002313
BDR,0.28338599565639055,Black drum,Demersal,Demersal,1283.1366517620388,1283.1275142143106,2.2352077808665416,2868077.0279335515,2868056.603615771
BDR,0.4086880114938722,Black drum,Demersal,Demersal,1283.1391984757531,1283.1405234030667,2.2352077808665416,2868082.720367861,2868085.6818557014
BDR,0.5893935949514477,Black drum,Demersal,Demersal,1283.1289029930501,1283.1335340795392,2.2352077808665416,2868059.7078248155,2868070.05926537
BDR,0.85,Black drum,Demersal,Demersal,1283.1159117491552,1283.1124260022405,2.2352077808665416,2868030.6696953787,2868022.8783267527
BIO,9.999999999999997e-6,Bioeroding fish,Reef fish,Pelagic,14.565495625852872,14.683427493772387,21.613272880875407,314808.0316067552,317356.9252494511
BIO,1.4421602258335023e-5,Bioeroding fish,Reef fish,Pelagic,14.565349016625811,14.683246558672028,21.613272880875407,314804.86290152394,317353.0146497533
BIO,2.0798261169761385e-5,Bioeroding fish,Reef fish,Pelagic,14.56514382494441,14.68297321119903,21.613272880875407,314800.4280377209,317347.10671622807
BIO,2.9994425025527246e-5,Bioeroding fish,Reef fish,Pelagic,14.56482987210661,14.682606079088416,21.613272880875407,314793.6424893658,317339.17178973806
BIO,4.3256766768560436e-5,Bioeroding fish,Reef fish,Pelagic,14.564391099614202,14.682100029978532,21.613272880875407,314784.1591797548,317328.23441223503
BIO,6.238318853177415e-5,Bioeroding fish,Reef fish,Pelagic,14.563802674043224,14.681334083846572,21.613272880875407,314771.44137731916,317311.67980947293
BIO,8.996655326119738e-5,Bioeroding fish,Reef fish,Pelagic,14.562892507129352,14.680299813656104,21.613272880875407,314751.7696914425,317289.3258456138
BIO,1.2974618476863025e-4,Bioeroding fish,Reef fish,Pelagic,14.561631043197007,14.67875439971353,21.613272880875407,314724.50532724336,317255.924392359
BIO,1.8711478712696313e-4,Bioeroding fish,Reef fish,Pelagic,14.559821182865294,14.676605256072852,21.613272880875407,314685.38832201774,317209.47436439287
BIO,2.698495036598089e-4,Bioeroding fish,Reef fish,Pelagic,14.557278321980107,14.674011202105273,21.613272880875407,314630.4287758081,317153.4083681238
BIO,3.891662211390886e-4,Bioeroding fish,Reef fish,Pelagic,14.553681930010306,14.669705536911183,21.613272880875407,314552.69897477824,317060.34885135025
BIO,5.612400453647188e-4,Bioeroding fish,Reef fish,Pelagic,14.548755266844415,14.663752763264075,21.613272880875407,314446.2176593816,316931.6899301172
BIO,8.09398070569988e-4,Bioeroding fish,Reef fish,Pelagic,14.542052130572305,14.655586013645346,21.613272880875407,314301.3409459748,316755.17974205787
BIO,0.001167281704242415,Bioeroding fish,Reef fish,Pelagic,14.533228429598982,14.64476832067887,21.613272880875407,314110.63188901916,316521.3739920319
BIO,0.0016834072462015557,Bioeroding fish,Reef fish,Pelagic,14.522132325515287,14.631023441966018,21.613272880875407,313870.80876354367,316224.3021776965
BIO,0.00242774297435179,Bioeroding fish,Reef fish,Pelagic,14.50848817582851,14.613910546356891,21.613272880875407,313575.91403313586,315854.4364951145
BIO,0.0035011943561568766,Bioeroding fish,Reef fish,Pelagic,14.492842408870876,14.593868542464591,21.613272880875407,313237.7578024499,315421.26319591067
BIO,0.005049283243362186,Bioeroding fish,Reef fish,Pelagic,14.476445780957667,14.571984801224428,21.613272880875407,312883.37300903554,314948.28392483253
BIO,0.00728187546254453,Bioeroding fish,Reef fish,Pelagic,14.460943542277192,14.54989803500305,21.613272880875407,312548.31889417,314470.9166194338
BIO,0.01050163116155465,Bioeroding fish,Reef fish,Pelagic,14.448231925798405,14.52946509137136,21.613272880875407,312273.57925845694,314029.2938329625
BIO,0.015145034767567803,Bioeroding fish,Reef fish,Pelagic,14.439034849686788,14.511768113669415,21.613272880875407,312074.8003427504,313646.80422472366
BIO,0.02184156676065183,Bioeroding fish,Reef fish,Pelagic,14.43330484942532,14.496980332817545,21.613272880875407,311950.9562834918,313327.19188186957
BIO,0.03149903885209916,Bioeroding fish,Reef fish,Pelagic,14.43026138908429,14.485021029442203,21.613272880875407,311885.17714463896,313068.71219455317
BIO,0.0454266609844816,Bioeroding fish,Reef fish,Pelagic,14.428966853725823,14.475505210532319,21.613272880875407,311857.1979986825,312863.04420376883
BIO,0.06551252366424194,Bioeroding fish,Reef fish,Pelagic,14.42888087720487,14.468104941430058,21.613272880875407,311855.3397646738,312703.10016826977
BIO,0.09447955592254584,Bioeroding fish,Reef fish,Pelagic,14.429375092593625,14.462385981392687,21.613272880875407,311866.02137673285,312579.49472438724
BIO,0.13625465770590775,Bioeroding fish,Reef fish,Pelagic,14.430107851906392,14.457843298192433,21.613272880875407,311881.8587037157,312481.31247276877
BIO,0.19650104792801815,Bioeroding fish,Reef fish,Pelagic,14.430386531667747,14.454275942445332,21.613272880875407,311887.8818854442,312404.2102395435
BIO,0.28338599565639055,Bioeroding fish,Reef fish,Pelagic,14.429303694171795,14.45104479261635,21.613272880875407,311864.47822315857,312334.37451657077
BIO,0.4086880114938722,Bioeroding fish,Reef fish,Pelagic,14.425832455322611,14.446703997502633,21.613272880875407,311789.45339067647,312240.555727258
BIO,0.5893935949514477,Bioeroding fish,Reef fish,Pelagic,14.41961607373073,14.439447313552876,21.613272880875407,311655.0970389995,312083.71503684163
BIO,0.85,Bioeroding fish,Reef fish,Pelagic,14.411911713910277,14.428683784003601,21.613272880875407,311488.5806078276,311851.0799355318
BTN,9.999999999999997e-6,Bluefin tuna,Pelagic,Pelagic,31.937016495787113,31.934356073001076,9.485875285220159,302950.5554610555,302925.3190223012
BTN,1.4421602258335023e-5,Bluefin tuna,Pelagic,Pelagic,31.937036104252496,31.93436552520796,9.485875285220159,302950.7414645126,302925.40868475684
BTN,2.0798261169761385e-5,Bluefin tuna,Pelagic,Pelagic,31.93712346107747,31.934432447956876,9.485875285220159,302951.57012045966,302926.0435056068
BTN,2.9994425025527246e-5,Bluefin tuna,Pelagic,Pelagic,31.937265952417725,31.93449381202459,9.485875285220159,302952.92177554255,302926.6255975001
BTN,4.3256766768560436e-5,Bluefin tuna,Pelagic,Pelagic,31.937428397482854,31.93474703003935,9.485875285220159,302954.46270917106,302929.0275920081
BTN,6.238318853177415e-5,Bluefin tuna,Pelagic,Pelagic,31.937655093539032,31.934926030953168,9.485875285220159,302956.6131196876,302930.72557235253
BTN,8.996655326119738e-5,Bluefin tuna,Pelagic,Pelagic,31.937945554412252,31.935377698070003,9.485875285220159,302959.36839530617,302935.01003029326
BTN,1.2974618476863025e-4,Bluefin tuna,Pelagic,Pelagic,31.93850025696143,31.935794841684668,9.485875285220159,302964.6302345081,302938.967002598
BTN,1.8711478712696313e-4,Bluefin tuna,Pelagic,Pelagic,31.93916760118299,31.93659139186287,9.485875285220159,302970.9605785661,302946.52297824685
BTN,2.698495036598089e-4,Bluefin tuna,Pelagic,Pelagic,31.940198163198787,31.93711002424036,9.485875285220159,302980.73636132164,302951.4426602986
BTN,3.891662211390886e-4,Bluefin tuna,Pelagic,Pelagic,31.941496770492016,31.938666474882623,9.485875285220159,302993.0547881497,302966.2069569787
BTN,5.612400453647188e-4,Bluefin tuna,Pelagic,Pelagic,31.943491879894633,31.940510990858478,9.485875285220159,303011.9801471233,302983.70380548725
BTN,8.09398070569988e-4,Bluefin tuna,Pelagic,Pelagic,31.945969335508018,31.94321634269185,9.485875285220159,303035.4809820965,303009.3664355813
BTN,0.001167281704242415,Bluefin tuna,Pelagic,Pelagic,31.94930139468878,31.946525665372814,9.485875285220159,303067.0884799282,303040.7582578114
BTN,0.0016834072462015557,Bluefin tuna,Pelagic,Pelagic,31.95341210928128,31.95116270897615,9.485875285220159,303106.0822058858,303084.7446751248
BTN,0.00242774297435179,Bluefin tuna,Pelagic,Pelagic,31.95803677305497,31.956224288691047,9.485875285220159,303149.9511896791,303132.7581890465
BTN,0.0035011943561568766,Bluefin tuna,Pelagic,Pelagic,31.962895421676485,31.961785770559516,9.485875285220159,303196.0397245575,303185.51371245185
BTN,0.005049283243362186,Bluefin tuna,Pelagic,Pelagic,31.96754814945078,31.967247076754848,9.485875285220159,303240.17491996055,303237.31898191513
BTN,0.00728187546254453,Bluefin tuna,Pelagic,Pelagic,31.971504835385872,31.972316279703215,9.485875285220159,303277.70754928363,303285.40480887884
BTN,0.01050163116155465,Bluefin tuna,Pelagic,Pelagic,31.97453600359488,31.976913202568984,9.485875285220159,303306.4608328828,303329.01064587926
BTN,0.015145034767567803,Bluefin tuna,Pelagic,Pelagic,31.97690907493333,31.981197942211537,9.485875285220159,303328.9714916423,303369.65515175817
BTN,0.02184156676065183,Bluefin tuna,Pelagic,Pelagic,31.979221054047912,31.985766417934826,9.485875285220159,303350.90263718524,303412.9911427129
BTN,0.03149903885209916,Bluefin tuna,Pelagic,Pelagic,31.982208832506824,31.99129356928009,9.485875285220159,303379.24433102633,303465.4210110566
BTN,0.0454266609844816,Bluefin tuna,Pelagic,Pelagic,31.986024604728634,31.998329130858565,9.485875285220159,303415.4402704392,303532.1594707515
BTN,0.06551252366424194,Bluefin tuna,Pelagic,Pelagic,31.991228560929436,32.00715613286568,9.485875285220159,303464.80434994976,303615.8913109334
BTN,0.09447955592254584,Bluefin tuna,Pelagic,Pelagic,31.997601632168433,32.0182311416175,9.485875285220159,303525.2585089067,303720.9474627358
BTN,0.13625465770590775,Bluefin tuna,Pelagic,Pelagic,32.00547678962931,32.03164887930168,9.485875285220159,303599.9612704321,303848.22644901776
BTN,0.19650104792801815,Bluefin tuna,Pelagic,Pelagic,32.01425666481751,32.04746848195132,9.485875285220159,303683.24607148714,303998.289226814
BTN,0.28338599565639055,Bluefin tuna,Pelagic,Pelagic,32.02339987517086,32.065351381385916,9.485875285220159,303769.9774246055,304167.9241805887
BTN,0.4086880114938722,Bluefin tuna,Pelagic,Pelagic,32.03167294764795,32.084072103996256,9.485875285220159,303848.4547583488,304345.5066205196
BTN,0.5893935949514477,Bluefin tuna,Pelagic,Pelagic,32.038616180538384,32.102073965882305,9.485875285220159,303914.3173996237,304516.2700372724
BTN,0.85,Bluefin tuna,Pelagic,Pelagic,32.04537136175602,32.11887184432531,9.485875285220159,303978.39620618324,304675.61261723907
DSR,9.999999999999997e-6,Deep serranidae,Demersal,Demersal,19117.441632446287,18733.030609599256,6.148999138243438,117553132.12333144,115189389.07511377
DSR,1.4421602258335023e-5,Deep serranidae,Demersal,Demersal,19117.646332749413,18733.299280392224,6.148999138243438,117554390.82531896,115191041.1315882
DSR,2.0798261169761385e-5,Deep serranidae,Demersal,Demersal,19117.93840173158,18733.65409612802,6.148999138243438,117556186.75723861,115193222.89324184
DSR,2.9994425025527246e-5,Deep serranidae,Demersal,Demersal,19118.402216716975,18734.24095966925,6.148999138243438,117559038.75518411,115196831.51665114
DSR,4.3256766768560436e-5,Deep serranidae,Demersal,Demersal,19119.038613013152,18734.59295070915,6.148999138243438,117562951.95546089,115198995.90925215
DSR,6.238318853177415e-5,Deep serranidae,Demersal,Demersal,19119.72082930568,18735.540713739156,6.148999138243438,117567146.90285574,115204823.70330691
DSR,8.996655326119738e-5,Deep serranidae,Demersal,Demersal,19121.097397860576,18736.644789908023,6.148999138243438,117575611.42171353,115211612.66671784
DSR,1.2974618476863025e-4,Deep serranidae,Demersal,Demersal,19122.756404753603,18738.48881826147,6.148999138243438,117585812.65366909,115222951.59547408
DSR,1.8711478712696313e-4,Deep serranidae,Demersal,Demersal,19125.191479786652,18740.73330768653,6.148999138243438,117600785.92794888,115236752.95901456
DSR,2.698495036598089e-4,Deep serranidae,Demersal,Demersal,19128.59349003672,18742.95612063192,6.148999138243438,117621704.88604484,115250421.03390025
DSR,3.891662211390886e-4,Deep serranidae,Demersal,Demersal,19133.41372519666,18747.683552111004,6.148999138243438,117651344.50788943,115279490.00599125
DSR,5.612400453647188e-4,Deep serranidae,Demersal,Demersal,19140.14441322113,18754.24665694426,6.148999138243438,117692731.50275168,115319846.53195512
DSR,8.09398070569988e-4,Deep serranidae,Demersal,Demersal,19149.09619032199,18763.461260455595,6.148999138243438,117747775.97243063,115376507.1210056
DSR,0.001167281704242415,Deep serranidae,Demersal,Demersal,19161.042161712518,18775.56361090621,6.148999138243438,117821231.74021646,115450924.46349715
DSR,0.0016834072462015557,Deep serranidae,Demersal,Demersal,19176.39354220681,18791.04839461922,6.148999138243438,117915627.3656467,115546140.38520433
DSR,0.00242774297435179,Deep serranidae,Demersal,Demersal,19194.455087965773,18809.82244502374,6.148999138243438,118026687.79495391,115661582.00496306
DSR,0.0035011943561568766,Deep serranidae,Demersal,Demersal,19215.42642078129,18831.879624524736,6.148999138243438,118155640.50236434,115797211.58270676
DSR,0.005049283243362186,Deep serranidae,Demersal,Demersal,19237.185338533684,18856.247413692294,6.148999138243438,118289436.06887293,115947049.09729898
DSR,0.00728187546254453,Deep serranidae,Demersal,Demersal,19258.34428648753,18881.270727194027,6.148999138243438,118419542.42160726,116100917.43045713
DSR,0.01050163116155465,Deep serranidae,Demersal,Demersal,19277.670507570256,18905.677281746088,6.148999138243438,118538379.33839044,116250993.31336524
DSR,0.015145034767567803,Deep serranidae,Demersal,Demersal,19295.50412096129,18931.02552109457,6.148999138243438,118648038.21176368,116406859.61527504
DSR,0.02184156676065183,Deep serranidae,Demersal,Demersal,19313.647973044808,18957.994745680506,6.148999138243438,118759604.74258965,116572693.35401306
DSR,0.03149903885209916,Deep serranidae,Demersal,Demersal,19334.70568999058,18989.441039087647,6.148999138243438,118889088.62594257,116766056.58507453
DSR,0.0454266609844816,Deep serranidae,Demersal,Demersal,19360.732025641304,19027.998677129952,6.148999138243438,119049124.54143052,117003147.46816936
DSR,0.06551252366424194,Deep serranidae,Demersal,Demersal,19394.0634096918,19076.42008883382,6.148999138243438,119254079.19323348,117300890.68700898
DSR,0.09447955592254584,Deep serranidae,Demersal,Demersal,19436.171747789136,19136.08357489214,6.148999138243438,119513003.32790686,117667761.4113662
DSR,0.13625465770590775,Deep serranidae,Demersal,Demersal,19486.94536521708,19209.52272034799,6.148999138243438,119825210.25771679,118119338.65348755
DSR,0.19650104792801815,Deep serranidae,Demersal,Demersal,19546.541360178675,19296.208478635952,6.148999138243438,120191665.9793784,118652369.3064982
DSR,0.28338599565639055,Deep serranidae,Demersal,Demersal,19610.894457669256,19394.47653240994,6.148999138243438,120587373.12039126,119256619.4844713
DSR,0.4086880114938722,Deep serranidae,Demersal,Demersal,19673.362387381854,19498.595918199026,6.148999138243438,120971488.36636189,119896849.49796283
DSR,0.5893935949514477,Deep serranidae,Demersal,Demersal,19724.33353140401,19597.803912053958,6.148999138243438,121284909.8870294,120506879.36668366
DSR,0.85,Deep serranidae,Demersal,Demersal,19758.12250760264,19677.792682195726,6.148999138243438,121492678.2725569,120998730.24535455
FLT,9.999999999999997e-6,Flatfish,Demersal,Demersal,4115.880139049235,4113.264509122859,7.30209627370812,30054553.02638068,30035453.444841884
FLT,1.4421602258335023e-5,Flatfish,Demersal,Demersal,4115.919148751232,4113.310966898842,7.30209627370812,30054837.878980264,30035792.683994778
FLT,2.0798261169761385e-5,Flatfish,Demersal,Demersal,4115.991263419537,4113.373538225102,7.30209627370812,30055364.46723098,30036249.585843097
FLT,2.9994425025527246e-5,Flatfish,Demersal,Demersal,4116.044279162002,4113.462289357775,7.30209627370812,30055751.593286477,30036897.65515828
FLT,4.3256766768560436e-5,Flatfish,Demersal,Demersal,4116.158564237856,4113.49089428061,7.30209627370812,30056586.11391301,30037106.53105872
FLT,6.238318853177415e-5,Flatfish,Demersal,Demersal,4116.258795019145,4113.652410531533,7.30209627370812,30057318.008727573,30038285.938272733
FLT,8.996655326119738e-5,Flatfish,Demersal,Demersal,4116.516655313138,4113.856890388186,7.30209627370812,30059200.929419477,30039779.069872048
FLT,1.2974618476863025e-4,Flatfish,Demersal,Demersal,4116.804418321859,4114.162951620685,7.30209627370812,30061302.20261317,30042013.958457403
FLT,1.8711478712696313e-4,Flatfish,Demersal,Demersal,4117.207934880593,4114.565620456643,7.30209627370812,30064248.71937308,30044954.285063993
FLT,2.698495036598089e-4,Flatfish,Demersal,Demersal,4117.801166159952,4115.064063437019,7.30209627370812,30068580.551287536,30048593.963693652
FLT,3.891662211390886e-4,Flatfish,Demersal,Demersal,4118.651895887372,4115.862781309484,7.30209627370812,30074792.661660064,30054426.27849392
FLT,5.612400453647188e-4,Flatfish,Demersal,Demersal,4119.727260349674,4116.938427066786,7.30209627370812,30082645.076493118,30062280.747370146
FLT,8.09398070569988e-4,Flatfish,Demersal,Demersal,4121.222397606563,4118.36454313435,7.30209627370812,30093562.71268533,30072694.384192985
FLT,0.001167281704242415,Flatfish,Demersal,Demersal,4123.192704630149,4120.24959255225,7.30209627370812,30107950.084260315,30086459.196523182
FLT,0.0016834072462015557,Flatfish,Demersal,Demersal,4125.584024942431,4122.545718612063,7.30209627370812,30125411.735401873,30103225.73006851
FLT,0.00242774297435179,Flatfish,Demersal,Demersal,4128.3411956740965,4125.284004734444,7.30209627370812,30145544.861527544,30123220.958959095
FLT,0.0035011943561568766,Flatfish,Demersal,Demersal,4131.433923607522,4128.174897489704,7.30209627370812,30168128.258645803,30144330.536174964
FLT,0.005049283243362186,Flatfish,Demersal,Demersal,4134.261945071574,4131.048694938462,7.30209627370812,30188778.743640423,30165315.281816937
FLT,0.00728187546254453,Flatfish,Demersal,Demersal,4136.670308595303,4133.330769850484,7.30209627370812,30206364.845952783,30181979.212528333
FLT,0.01050163116155465,Flatfish,Demersal,Demersal,4138.194124026587,4134.811791413103,7.30209627370812,30217491.892935377,30192793.774562012
FLT,0.015145034767567803,Flatfish,Demersal,Demersal,4139.055095762516,4135.610053523962,7.30209627370812,30223778.791440077,30198622.761347163
FLT,0.02184156676065183,Flatfish,Demersal,Demersal,4139.536139183484,4136.042770616757,7.30209627370812,30227291.416811816,30201782.503218025
FLT,0.03149903885209916,Flatfish,Demersal,Demersal,4139.965410206335,4136.426787664707,7.30209627370812,30230425.995148186,30204586.632672906
FLT,0.0454266609844816,Flatfish,Demersal,Demersal,4140.516188688591,4136.987347995743,7.30209627370812,30234447.832651105,30208679.898177356
FLT,0.06551252366424194,Flatfish,Demersal,Demersal,4141.25181739529,4137.774253624716,7.30209627370812,30239819.46428913,30214425.958838437
FLT,0.09447955592254584,Flatfish,Demersal,Demersal,4142.191437319988,4138.780313281831,7.30209627370812,30246680.659439966,30221772.30331178
FLT,0.13625465770590775,Flatfish,Demersal,Demersal,4143.340651132252,4140.129270869217,7.30209627370812,30255072.329336192,30231622.521484025
FLT,0.19650104792801815,Flatfish,Demersal,Demersal,4144.65186396573,4141.724112800826,7.30209627370812,30264646.93168157,30243268.210809983
